Date,Type,Name,Start,End,Duration
11/1/14,place,Volleyball field of Karlshof,2014-11-01T00:00:00+01:00,2014-11-01T10:26:34+01:00,37594
11/1/14,move,walking,2014-11-01T10:26:34+01:00,2014-11-01T10:29:45+01:00,191
11/1/14,place,Place in Studentenwohnheim Karlshof,2014-11-01T10:29:45+01:00,2014-11-01T16:34:58+01:00,21913
11/1/14,place,Home,2014-11-01T16:34:58+01:00,2014-11-02T00:00:00+01:00,26702
11/2/14,place,Home,2014-11-02T00:00:00+01:00,2014-11-03T00:00:00+01:00,86400
11/3/14,place,Home,2014-11-03T00:00:00+01:00,2014-11-03T11:18:00+01:00,40680
11/3/14,move,walking,2014-11-03T11:18:00+01:00,2014-11-03T11:32:41+01:00,881
11/3/14,place,Place in TU Darmstadt / S2,2014-11-03T11:32:40+01:00,2014-11-03T11:38:03+01:00,323
11/3/14,move,walking,2014-11-03T11:38:03+01:00,2014-11-03T11:50:22+01:00,739
11/3/14,place,Place in Darmstadt,2014-11-03T11:50:22+01:00,2014-11-03T11:57:36+01:00,434
11/3/14,move,walking,2014-11-03T11:57:36+01:00,2014-11-03T12:01:42+01:00,246
11/3/14,place,Place in Darmstadt,2014-11-03T12:01:41+01:00,2014-11-03T12:17:44+01:00,963
11/3/14,move,walking,2014-11-03T12:17:44+01:00,2014-11-03T12:19:47+01:00,123
11/3/14,move,transport,2014-11-03T12:19:47+01:00,2014-11-03T12:28:11+01:00,504
11/3/14,move,walking,2014-11-03T12:28:11+01:00,2014-11-03T12:39:58+01:00,707
11/3/14,place,H Karlshof,2014-11-03T12:39:57+01:00,2014-11-03T12:42:17+01:00,140
11/3/14,move,walking,2014-11-03T12:42:17+01:00,2014-11-03T12:44:43+01:00,146
11/3/14,place,Place in Darmstadt,2014-11-03T12:44:43+01:00,2014-11-03T12:59:09+01:00,866
11/3/14,move,walking,2014-11-03T12:59:09+01:00,2014-11-03T13:03:51+01:00,282
11/3/14,place,Place in Darmstadt,2014-11-03T13:03:51+01:00,2014-11-03T13:39:20+01:00,2129
11/3/14,move,walking,2014-11-03T13:39:20+01:00,2014-11-03T13:43:01+01:00,221
11/3/14,place,Place in Darmstadt,2014-11-03T13:43:02+01:00,2014-11-03T14:06:47+01:00,1425
11/3/14,move,transport,2014-11-03T14:06:47+01:00,2014-11-03T14:10:22+01:00,215
11/3/14,move,walking,2014-11-03T14:10:22+01:00,2014-11-03T14:17:15+01:00,413
11/3/14,place,Home,2014-11-03T14:17:16+01:00,2014-11-04T00:00:00+01:00,34964
11/4/14,place,Home,2014-11-04T00:00:00+01:00,2014-11-04T08:30:51+01:00,30651
11/4/14,move,walking,2014-11-04T08:30:51+01:00,2014-11-04T08:37:15+01:00,384
11/4/14,place,H Karlshof,2014-11-04T08:37:15+01:00,2014-11-04T08:42:52+01:00,337
11/4/14,move,transport,2014-11-04T08:42:52+01:00,2014-11-04T08:57:15+01:00,863
11/4/14,move,walking,2014-11-04T08:57:15+01:00,2014-11-04T09:04:47+01:00,452
11/4/14,place,Consetto,2014-11-04T09:04:46+01:00,2014-11-04T13:04:19+01:00,14373
11/4/14,move,walking,2014-11-04T13:04:19+01:00,2014-11-04T13:11:26+01:00,427
11/4/14,move,transport,2014-11-04T13:11:26+01:00,2014-11-04T13:22:58+01:00,692
11/4/14,move,walking,2014-11-04T13:22:58+01:00,2014-11-04T13:28:08+01:00,310
11/4/14,place,Place in Darmstadt,2014-11-04T13:28:08+01:00,2014-11-04T13:32:04+01:00,236
11/4/14,move,walking,2014-11-04T13:32:04+01:00,2014-11-04T13:44:57+01:00,773
11/4/14,place,KOM Lab,2014-11-04T13:44:57+01:00,2014-11-04T14:32:35+01:00,2858
11/4/14,move,walking,2014-11-04T14:32:35+01:00,2014-11-04T14:36:38+01:00,243
11/4/14,place,Place in Darmstadt,2014-11-04T14:36:38+01:00,2014-11-04T14:40:54+01:00,256
11/4/14,place,Home,2014-11-04T15:57:03+01:00,2014-11-05T00:00:00+01:00,28977
11/5/14,place,Home,2014-11-05T00:00:00+01:00,2014-11-05T11:19:34+01:00,40774
11/5/14,move,walking,2014-11-05T11:19:34+01:00,2014-11-05T11:23:02+01:00,208
11/5/14,move,transport,2014-11-05T11:23:02+01:00,2014-11-05T11:27:29+01:00,267
11/5/14,move,walking,2014-11-05T11:27:29+01:00,2014-11-05T11:31:54+01:00,265
11/5/14,place,Place in TU Darmstadt / S2,2014-11-05T11:31:54+01:00,2014-11-05T13:14:07+01:00,6133
11/5/14,move,walking,2014-11-05T13:14:07+01:00,2014-11-05T13:28:43+01:00,876
11/5/14,move,transport,2014-11-05T13:28:42+01:00,2014-11-05T13:37:19+01:00,517
11/5/14,move,walking,2014-11-05T13:37:19+01:00,2014-11-05T13:43:03+01:00,344
11/5/14,place,Home,2014-11-05T13:43:03+01:00,2014-11-06T00:00:00+01:00,37017
11/6/14,place,Home,2014-11-06T00:00:00+01:00,2014-11-06T08:30:41+01:00,30641
11/6/14,move,walking,2014-11-06T08:30:41+01:00,2014-11-06T08:55:13+01:00,1472
11/6/14,place,Place in TU Darmstadt / S2,2014-11-06T08:55:13+01:00,2014-11-06T09:26:03+01:00,1850
11/6/14,move,walking,2014-11-06T09:26:03+01:00,2014-11-06T09:32:01+01:00,358
11/6/14,place,Place in Willy-Brandt-Platz,2014-11-06T09:32:01+01:00,2014-11-06T09:57:39+01:00,1538
11/6/14,move,transport,2014-11-06T09:57:39+01:00,2014-11-06T09:59:10+01:00,91
11/6/14,move,walking,2014-11-06T09:59:10+01:00,2014-11-06T10:01:43+01:00,153
11/6/14,place,Place in Darmstadt,2014-11-06T10:01:42+01:00,2014-11-06T10:37:37+01:00,2155
11/6/14,move,walking,2014-11-06T10:37:37+01:00,2014-11-06T10:56:31+01:00,1134
11/6/14,place,Place in Darmstadt,2014-11-06T10:56:32+01:00,2014-11-06T10:58:57+01:00,145
11/6/14,move,walking,2014-11-06T10:58:57+01:00,2014-11-06T11:15:30+01:00,993
11/6/14,move,transport,2014-11-06T11:15:30+01:00,2014-11-06T11:25:31+01:00,601
11/6/14,move,walking,2014-11-06T11:25:31+01:00,2014-11-06T11:33:30+01:00,479
11/6/14,place,Home,2014-11-06T11:33:30+01:00,2014-11-07T00:00:00+01:00,44790
11/7/14,place,Home,2014-11-07T00:00:00+01:00,2014-11-07T09:10:07+01:00,33007
11/7/14,move,running,2014-11-07T09:10:07+01:00,2014-11-07T09:12:10+01:00,123
11/7/14,move,transport,2014-11-07T09:12:10+01:00,2014-11-07T09:31:18+01:00,1148
11/7/14,move,walking,2014-11-07T09:31:18+01:00,2014-11-07T09:36:14+01:00,296
11/7/14,place,Consetto,2014-11-07T09:36:14+01:00,2014-11-07T17:29:24+01:00,28390
11/7/14,move,walking,2014-11-07T17:29:24+01:00,2014-11-07T17:36:59+01:00,455
11/7/14,move,transport,2014-11-07T17:36:59+01:00,2014-11-07T17:48:25+01:00,686
11/7/14,move,walking,2014-11-07T17:48:25+01:00,2014-11-07T17:53:59+01:00,334
11/7/14,place,Place in TU Darmstadt / S2,2014-11-07T17:53:59+01:00,2014-11-07T20:21:09+01:00,8830
11/7/14,move,walking,2014-11-07T20:21:09+01:00,2014-11-07T20:33:10+01:00,721
11/7/14,place,Place in Luisenplatz,2014-11-07T20:33:10+01:00,2014-11-07T20:39:48+01:00,398
11/7/14,move,transport,2014-11-07T20:39:48+01:00,2014-11-07T20:46:02+01:00,374
11/7/14,move,walking,2014-11-07T20:46:02+01:00,2014-11-07T20:51:09+01:00,307
11/7/14,place,Home,2014-11-07T20:51:09+01:00,2014-11-08T00:00:00+01:00,11331
11/8/14,place,Home,2014-11-08T00:00:00+01:00,2014-11-08T06:17:45+01:00,22665
11/8/14,place,Home,2014-11-08T09:04:52+01:00,2014-11-08T11:40:09+01:00,9317
11/8/14,move,walking,2014-11-08T11:40:09+01:00,2014-11-08T11:47:28+01:00,439
11/8/14,place,Place in Darmstadt,2014-11-08T11:47:28+01:00,2014-11-08T12:04:14+01:00,1006
11/8/14,move,walking,2014-11-08T12:04:14+01:00,2014-11-08T12:10:07+01:00,353
11/8/14,place,Home,2014-11-08T12:10:06+01:00,2014-11-09T00:00:00+01:00,42594
11/9/14,place,Home,2014-11-09T00:00:00+01:00,2014-11-09T15:46:40+01:00,56800
11/9/14,place,Place in Studentenwohnheim Karlshof,2014-11-09T16:29:29+01:00,2014-11-09T23:45:43+01:00,26174
11/9/14,move,walking,2014-11-09T23:45:43+01:00,2014-11-09T23:48:42+01:00,179
11/9/14,place,Home,2014-11-09T23:48:43+01:00,2014-11-10T00:00:00+01:00,677
11/10/14,place,Home,2014-11-10T00:00:00+01:00,2014-11-10T11:22:06+01:00,40926
11/10/14,move,walking,2014-11-10T11:22:06+01:00,2014-11-10T11:38:51+01:00,1005
11/10/14,place,Place in TU Darmstadt / S2,2014-11-10T11:38:51+01:00,2014-11-10T12:57:29+01:00,4718
11/10/14,move,walking,2014-11-10T12:57:29+01:00,2014-11-10T13:19:06+01:00,1297
11/10/14,place,Home,2014-11-10T13:19:05+01:00,2014-11-10T14:59:06+01:00,6001
