Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
10/13/14,walking,walking,2014-10-13T09:12:58+02:00,2014-10-13T09:13:23+02:00,25,0.017,34,0
10/13/14,walking,walking,2014-10-13T09:13:24+02:00,2014-10-13T09:18:21+02:00,297,0.362,526,0
10/13/14,walking,walking,2014-10-13T09:18:21+02:00,2014-10-13T09:18:44+02:00,23,0.017,33,0
10/13/14,transport,transport,2014-10-13T09:23:21+02:00,2014-10-13T09:38:37+02:00,916,3.535,0,0
10/13/14,walking,walking,2014-10-13T09:38:37+02:00,2014-10-13T09:45:41+02:00,424,0.732,781,0
10/13/14,walking,walking,2014-10-13T09:45:42+02:00,2014-10-13T09:45:59+02:00,17,0.012,25,0
10/13/14,walking,walking,2014-10-13T12:29:47+02:00,2014-10-13T12:31:13+02:00,86,0.059,118,0
10/13/14,walking,walking,2014-10-13T15:06:00+02:00,2014-10-13T15:07:30+02:00,90,0.062,124,0
10/13/14,walking,walking,2014-10-13T17:52:46+02:00,2014-10-13T17:58:27+02:00,341,0.344,623,0
10/13/14,transport,transport,2014-10-13T17:58:26+02:00,2014-10-13T18:19:09+02:00,1243,4.218,0,0
10/13/14,walking,walking,2014-10-13T18:19:09+02:00,2014-10-13T18:24:20+02:00,311,0.754,628,0
10/13/14,walking,walking,2014-10-13T18:24:20+02:00,2014-10-13T18:25:08+02:00,48,0.036,72,0
10/13/14,walking,walking,2014-10-13T18:43:37+02:00,2014-10-13T18:48:08+02:00,271,0.408,490,0
10/13/14,walking,walking,2014-10-13T18:51:06+02:00,2014-10-13T18:51:30+02:00,24,0.017,33,0
10/13/14,transport,transport,2014-10-13T18:54:02+02:00,2014-10-13T18:56:35+02:00,153,0.862,0,0
10/13/14,walking,walking,2014-10-13T18:56:35+02:00,2014-10-13T19:01:54+02:00,319,0.425,550,0
10/13/14,walking,walking,2014-10-13T19:02:09+02:00,2014-10-13T19:02:47+02:00,38,0.025,49,0
10/13/14,walking,walking,2014-10-13T20:30:40+02:00,2014-10-13T20:31:10+02:00,30,0.015,30,0
10/13/14,walking,walking,2014-10-13T20:32:14+02:00,2014-10-13T20:39:50+02:00,456,0.436,705,0
10/13/14,walking,walking,2014-10-13T20:39:59+02:00,2014-10-13T20:40:11+02:00,12,0.008,16,0
10/13/14,transport,transport,2014-10-13T20:44:23+02:00,2014-10-13T20:48:20+02:00,237,0.895,0,0
10/13/14,walking,walking,2014-10-13T20:48:20+02:00,2014-10-13T20:53:30+02:00,310,0.404,492,0
10/13/14,walking,walking,2014-10-13T20:53:44+02:00,2014-10-13T20:55:22+02:00,98,0.078,156,0
10/13/14,walking,walking,2014-10-13T21:02:20+02:00,2014-10-13T21:03:55+02:00,95,0.063,126,0
10/13/14,walking,walking,2014-10-13T22:52:35+02:00,2014-10-13T22:56:07+02:00,212,0.194,342,0
10/13/14,walking,walking,2014-10-13T22:56:07+02:00,2014-10-13T22:56:16+02:00,9,0.006,12,0
10/13/14,walking,walking,2014-10-13T23:18:30+02:00,2014-10-13T23:19:42+02:00,72,0.041,82,0
10/14/14,walking,walking,2014-10-14T00:18:49+02:00,2014-10-14T00:18:51+02:00,2,0.001,2,0
10/14/14,walking,walking,2014-10-14T01:13:16+02:00,2014-10-14T01:16:30+02:00,194,0.242,323,0
10/14/14,walking,walking,2014-10-14T01:18:24+02:00,2014-10-14T01:18:41+02:00,17,0.012,24,0
10/14/14,walking,walking,2014-10-14T10:04:34+02:00,2014-10-14T10:05:27+02:00,53,0.039,79,0
